pokemonName,abilityName
Drilbur,Earthquake
Excadrill,Sand Attack
Mega Audino,Dizzy Punch
Audino,Quick Attack
Timburr,Vital Throw
Gurdurr,Aura Sphere
Conkeldurr,Aura Sphere
Tympole,Brine
Palpitoad,Hydro Cannon
Seismitoad,Steam Eruption
Throh,Circle Throw
Sawk,Coaching
Sewaddle,First Impression
Swadloon,Silver Wind
Leavanny,Powder
Venipede,Twineedle
Whirlipede,Max Flutterby
Scolipede,Leech Life
Cottonee,Needle Arm
Whimsicott,Cotton Spore
Petilil,Stun Spore
Hisuian Lilligant,Horn Leech
Lilligant,Branch Poke
Basculin White-Striped Form,Aqua Ring
Basculin Blue-Striped Form,Hydro Cannon
Basculin Red-Striped Form,Splishy Splash
Sandile,Mud Shot
Krokorok,Stomping Tantrum
Krookodile,Mud Bomb
Galarian Darumaka,G-Max Resonance
Darumaka,G-Max Wildfire
Darmanitan Standard Mode,Fire Fang
Darmanitan Galarian Zen Mode,Ice Ball
Darmanitan Galarian Standard Mode,Triple Axel
Darmanitan Zen Mode,Fusion Flare
Maractus,Bullet Seed
Dwebble,Defend Order
Crustle,X Scissor
Scraggy,Jaw Lock
Scrafty,Max Darkness
Sigilyph,Teleport
Galarian Yamask,Earth Power
Yamask,Moongeist Beam
Cofagrigus,Spite
Tirtouga,Origin Pulse
Carracosta,Snipe Shot
Archen,Head Smash
Archeops,Rock Tomb
Trubbish,Sludge Bomb
Garbodor Gigantamax,Toxic
Garbodor,Poison Sting
Zorua,Fake Tears
Hisuian Zorua,Scary Face
Zoroark,Hyperspace Fury
Hisuian Zoroark,Lucky Chant
Minccino,Growl
Cinccino,Glare
Gothita,Synchronoise
Gothorita,Agility
Gothitelle,Light That Burns The Sky
Solosis,Psycho Cut
Duosion,Light That Burns The Sky
Reuniclus,Cosmic Power
Ducklett,Flip Turn
Swanna,Origin Pulse
Vanillite,Hail
Vanillish,Ice Shard
Vanilluxe,Ice Shard
Deerling,Play Nice
Sawsbuck,Mean Look
Emolga,Parabolic Charge
Karrablast,Fell Stinger
Escavalier,Quiver Dance
Foongus,Leafage
Amoonguss,Horn Leech
Frillish,Fishious Rend
Jellicent,Octazooka
Alomomola,Snipe Shot
Joltik,Steamroller
Galvantula,Twineedle
Ferroseed,Bullet Seed
Ferrothorn,G-Max Drum Solo
Klink,Sunsteel Strike
Klang,Gear Grind
Klinklang,Gear Up
Tynamo,Discharge
Eelektrik,Volt Switch
Eelektross,Bolt Strike
Elgyem,Expanding Force
Beheeyem,Guard Split
Litwick,Shadow Force
Lampent,Moongeist Beam
Chandelure,Destiny Bond
Axew,Spacial Rend
Fraxure,Clangorous Soul
Haxorus,Spacial Rend
Cubchoo,Sheer Cold
Beartic,Mist
Cryogonal,Blizzard
Shelmet,Pollen Puff
Accelgor,Heal Order
Stunfisk,Dig
Galarian Stunfisk,Shore Up
Mienfoo,Revenge
Mienshao,Double Kick
Druddigon,Breaking Swipe
Golett,Bulldoze
Golurk,Drill Run
Pawniard,Hone Claws
Bisharp,Wicked Blow
Bouffalant,Entrainment
Rufflet,Mega Kick
Hisuian Braviary,Amnesia
Braviary,Substitute
Vullaby,Switcheroo
Mandibuzz,Bite
Heatmor,Fusion Flare
Durant,Leech Life
Deino,Embargo
Zweilous,Bite
Hydreigon,Fake Tears
Larvesta,String Shot
Volcarona,X Scissor
Cobalion,Meteor Mash
Terrakion,Rollout
Virizion,Mega Drain
Tornadus Incarnate Forme,Sky Attack
Tornadus Therian Forme,Floaty Fall
Thundurus Therian Forme,Bolt Strike
Thundurus Incarnate Forme,Aura Wheel
Reshiram,Scale Shot
Zekrom,Scale Shot
Landorus Incarnate Forme,Fissure
Landorus Therian Forme,Sand Attack
Kyurem,Dynamax Cannon
Black Kyurem,Dragon Rush
White Kyurem,Dragon Rage
Keldeo Resolute Form,Max Geyser
Keldeo Ordinary Form,Aqua Ring
Meloetta Pirouette Forme,Struggle
Meloetta Aria Forme,Slash
Genesect,Bug Buzz
Chespin,Leafage
Quilladin,Strength Sap
Chesnaught,G-Max Sweetness
Fennekin,Heat Wave
Braixen,Fire Lash
Delphox,Fire Fang
Froakie,Splishy Splash
Frogadier,Hydro Pump
Greninja,Rain Dance
Ash-Greninja,Clamp
Bunnelby,Harden
Diggersby,Teatime
Fletchling,Recycle
Fletchinder,Fiery Dance
Talonflame,Fusion Flare
Scatterbug,Bug Bite
Spewpa,Attack Order
Vivillon,Max Flutterby
Litleo,Heat Crash
Pyroar,Heat Wave
Flabébé,Aromatic Mist
Floette,Spirit Break
Florges,Decorate
Skiddo,Mega Drain
Gogoat,Wood Hammer
Pancham,Final Gambit
Pangoro,Vital Throw
Furfrou,Mega Punch
Espurr,Skill Swap
Meowstic Female,Synchronoise
Meowstic Male,Zen Headbutt
Honedge,Steel Roller
Doublade,G-Max Meltdown
Aegislash Blade Forme,Steel Roller
Aegislash Shield Forme,Meteor Mash
Spritzee,Charm
Aromatisse,Strange Steam
Swirlix,Dazzling Gleam
Slurpuff,Fairy Lock
Inkay,Torment
Malamar,Flatter
Binacle,Splintered Stormshards
Barbaracle,Meteor Beam
Skrelp,Acid Spray
Dragalge,Cross Poison
Clauncher,Bubble Beam
Clawitzer,Dive
Helioptile,Pika Papow
Heliolisk,Catastropika
Tyrunt,Accelerock
Tyrantrum,Rock Blast
Amaura,Diamond Storm
Aurorus,Splintered Stormshards
Sylveon,Dazzling Gleam
Hawlucha,Drain Punch
Dedenne,Wild Charge
Carbink,Rock Tomb
Goomy,Core Enforcer
Hisuian Sliggoo,Dragon Dance
Sliggoo,Dragon Breath
Goodra,Dual Chop
Hisuian Goodra,Twister
Klefki,Heavy Slam
Phantump,Max Phantasm
Trevenant,Destiny Bond
Pumpkaboo Super Size,Spectral Thief
Pumpkaboo Large Size,Astral Barrage
Pumpkaboo Small Size,Spirit Shackle
Pumpkaboo Average Size,Shadow Sneak
Gourgeist Super Size,Spite
Gourgeist Large Size,Night Shade
Gourgeist Small Size,Phantom Force
Gourgeist Average Size,Sinister Arrow Raid
Bergmite,Freeze Dry
Hisuian Avalugg,Blizzard
Avalugg,Ice Beam
Noibat,Chatter
Noivern,Sky Drop
Xerneas,G-Max Finale
Yveltal,Snatch
Zygarde Complete Forme,Dragon Hammer
Zygarde 10% Forme,Scale Shot
Zygarde 50% Forme,Scale Shot
Mega Diancie,Splintered Stormshards
Diancie,Sandstorm
Hoopa Unbound,Luster Purge
Hoopa Confined,Psychic Fangs
Volcanion,Flare Blitz
Rowlet,Sappy Seed
Dartrix,Solar Beam
Hisuian Decidueye,Worry Seed
Decidueye,Grass Whistle
Litten,Heat Wave
Torracat,Fire Pledge
Incineroar,V Create
Popplio,Surging Strikes
Brionne,Withdraw
Primarina,Snipe Shot
Pikipek,Double Slap
Trumbeak,Slack Off
Toucannon,Lock On
Yungoos,Simple Beam
Gumshoos,Double Slap
Grubbin,Megahorn
Charjabug,Steamroller
Vikavolt,Bug Bite
Crabrawler,Revenge
Crabominable,Karate Chop
Oricorio Pa'u Style,Photon Geyser
Oricorio Pom-Pom Style,Volt Switch
Oricorio Sensu Style,Phantom Force
Oricorio Baile Style,Burning Jealousy
Cutiefly,Sticky Web
Ribombee,Twineedle
Rockruff,Power Gem
Own Tempo Rockruff,Accelerock
Lycanroc Midday Form,Meteor Beam
Lycanroc Midnight Form,Meteor Beam
Lycanroc Dusk Form,Ancient Power
Wishiwashi Solo Form,Surf
Wishiwashi School Form,Hydro Cannon
Mareanie,Baneful Bunker
Toxapex,Toxic Thread
Mudbray,Max Quake
Mudsdale,Dig
Dewpider,Flip Turn
Araquanid,Bubble
Fomantis,Magical Leaf
Lurantis,Grassy Terrain
Morelull,Grass Pledge
Shiinotic,Magical Leaf
Salandit,Gunk Shot
Salazzle,Toxic Spikes
Stufful,Celebrate
Bewear,Crush Grip
Bounsweet,Sleep Powder
Steenee,Horn Leech
Tsareena,Synthesis
Comfey,G-Max Smite
Oranguru,Bestow
Passimian,Rolling Kick
Wimpod,Leech Life
Golisopod,Heal Order
Sandygast,Shadow Force
Palossand,G-Max Terror
Pyukumuku,Clamp
Type: Null,Helping Hand
Silvally,Tri Attack
Minior Meteor Form,Ancient Power
Minior Core Form,Rock Throw
Komala,Barrage
Turtonator,Flame Burst
Togedemaru,Charge Beam
Mimikyu,Shadow Sneak
Bruxish,Liquidation
Drampa,Take Down
Dhelmise,Shadow Punch
Jangmo-o,Draco Meteor
Hakamo-o,Spacial Rend
Kommo-o,Clanging Scales
Tapu Koko,Charge Beam
Tapu Lele,Psychic
Tapu Bulu,Grass Whistle
Tapu Fini,Withdraw
Cosmog,Heart Stamp
Cosmoem,Healing Wish
Solgaleo,Psycho Shift
Lunala,Psycho Cut
Nihilego,Rock Blast
Buzzwole,Skitter Smack
Pheromosa,Signal Beam
Xurkitree,Overdrive
Celesteela,Bullet Punch
Kartana,Drum Beating
Guzzlord,Hyperspace Fury
Dusk Mane Necrozma,Trick Room
Necrozma,Guard Split
Dawn Wings Necrozma,Stored Power
Ultra Necrozma,G-Max Gravitas
Magearna,Steel Wing
Marshadow,Mach Punch
Poipole,Poison Jab
Naganadel,Acid
Stakataka,G-Max Volcalith
Blacephalon,Blue Flare
Zeraora,Bolt Beak
Meltan,Searing Sunraze Smash
Melmetal Gigantamax,Flash Cannon
Melmetal,Doom Desire
Grookey,Seed Flare
Thwackey,Grassy Terrain
Rillaboom Gigantamax,Sleep Powder
Rillaboom,Spiky Shield
Scorbunny,Searing Shot
Raboot,Flare Blitz
Cinderace Gigantamax,Flame Charge
Cinderace,Fiery Dance
Sobble,G-Max Foam Burst
Drizzile,G-Max Hydrosnipe
Inteleon Gigantamax,Flip Turn
Inteleon,Water Gun
Skwovet,Slash
Greedent,Trump Card
Rookidee,Hurricane
Corvisquire,Defog
Corviknight,Drill Peck
Corviknight Gigantamax,Max Airstream
Blipbug,Megahorn
Dottler,Tail Glow
Orbeetle,Skitter Smack
Orbeetle Gigantamax,Fury Cutter
Nickit,Brutal Swing
Thievul,Memento
Gossifleur,Leech Seed
Eldegoss,Grav Apple
Wooloo,Splash
Dubwool,Chip Away
Chewtle,Sparkling Aria
Drednaw Gigantamax,Hydro Pump
Drednaw,G-Max Rapid Flow
Yamper,Electro Ball
Boltund,Bolt Beak
Rolycoly,Stone Edge
Carkol,Sandstorm
Coalossal Gigantamax,Diamond Storm
Coalossal,Tar Shot
Applin,Aromatherapy
Flapple,Wood Hammer
Flapple Gigantamax,Petal Blizzard
Appletun,Wood Hammer
Appletun Gigantamax,Spore
Silicobra,Mud Shot
Sandaconda Gigantamax,Earth Power
Sandaconda,Rototiller
Cramorant,Floaty Fall
Arrokuda,Oceanic Operetta
Barraskewda,Bubble Beam
Toxel,Electrify
Toxtricity Amped Form,Magnetic Flux
Toxtricity Low Key Form,Magnet Rise
Sizzlipede,Fire Fang
Centiskorch Gigantamax,Fire Spin
Centiskorch,Fire Blast
Clobbopus,Vacuum Wave
Grapploct,Focus Blast
Sinistea,Spite
Polteageist,Shadow Bone
Hatenna,Power Split
Hattrem,Teleport
Hatterene,Ally Switch
Hatterene Gigantamax,Cosmic Power
Impidimp,Crunch
Morgrem,Baddy Bad
Grimmsnarl Gigantamax,False Surrender
Grimmsnarl,Feint Attack
Obstagoon,Taunt
Perrserker,Metal Burst
Cursola,Curse
Sirfetch'd,Bulk Up
Mr. Rime,Glaciate
Runerigus,Precipice Blades
Milcery,Misty Explosion
Alcremie,G-Max Finale
Alcremie Gigantamax,Spirit Break
Falinks,High Jump Kick
Pincurchin,Thunder
Snom,Ice Punch
Frosmoth,Ice Punch
Stonjourner,Head Smash
Eiscue Noice Face,Sheer Cold
Eiscue Ice Face,Freezy Frost
Indeedee Female,Power Swap
Indeedee Male,Freezing Glare
Morpeko Hangry Mode,Zap Cannon
Morpeko Full Belly Mode,Stoked Sparksurfer
Cufant,Meteor Mash
Copperajah Gigantamax,Metal Burst
Copperajah,King'S Shield
Dracozolt,Zippy Zap
Arctozolt,Eerie Impulse
Dracovish,Snipe Shot
Arctovish,Crabhammer
Duraludon,Shift Gear
Duraludon Gigantamax,King'S Shield
Dreepy,Dragon Rage
Drakloak,Scale Shot
Dragapult,Dragon Darts
Zacian Hero of Many Battles,Moonblast
Zacian Crowned Sword,Max Starfall
Zamazenta Crowned Shield,Body Press
Zamazenta Hero of Many Battles,Vital Throw
Eternatus Eternamax,Shell Side Arm
Eternatus,Corrosive Gas
Kubfu,Arm Thrust
Urshifu (Single Strike) Gigantamax,Sky Uppercut
Urshifu (Rapid Strike) Gigantamax,Seismic Toss
Urshifu Single Strike Style,Meteor Assault
Urshifu Rapid Strike Style,Meteor Assault
Zarude,Knock Off
Regieleki,Electrify
Regidrago,Dragon Breath
Glastrier,Haze
Spectrier,Nightmare
Calyrex,Guard Swap
Calyrex Shadow Rider,Teleport
Calyrex Ice Rider,Psychic Fangs
